regime,representative,global_test_index,step,R_norm,amplitude_norm,mean_trace_error,max_trace_error,minimum_eigenvalue,negative_eigenvalue_fraction,finite
low_noise,1,99,61,11.31371021270752,3.0355427265167236,2.3748725652694702e-08,1.1920928955078125e-07,-1.4249245339215122e-07,0.0,True
low_noise,1,99,62,11.31371021270752,3.0258681774139404,2.514570951461792e-08,1.1920928955078125e-07,-1.713008543902106e-07,0.0,True
low_noise,1,99,63,11.31371021270752,3.0174171924591064,1.7695128917694092e-08,1.1920928955078125e-07,-1.4796796676819213e-07,0.0,True
low_noise,1,99,64,11.313709259033203,3.0099856853485107,2.2817403078079224e-08,1.1920928955078125e-07,-1.5634878991477308e-07,0.0,True
low_noise,1,99,65,11.313708305358887,3.003408670425415,1.5832483768463135e-08,1.1920928955078125e-07,-1.3769299300747662e-07,0.0,True
low_noise,1,99,66,11.31371021270752,2.9975531101226807,2.468004822731018e-08,1.1920928955078125e-07,-1.2693567441601772e-07,0.0,True
low_noise,1,99,67,11.31371021270752,2.992309331893921,1.862645149230957e-08,1.1920928955078125e-07,-1.6501539334967674e-07,0.0,True
low_noise,1,99,68,11.31371021270752,2.9875879287719727,2.468004822731018e-08,1.1920928955078125e-07,-1.4325362940326158e-07,0.0,True
low_noise,1,99,69,11.31371021270752,2.983313798904419,1.816079020500183e-08,1.1920928955078125e-07,-1.3661284015142883e-07,0.0,True
low_noise,1,99,70,11.31371021270752,2.9794223308563232,1.955777406692505e-08,1.1920928955078125e-07,-1.3695613176878396e-07,0.0,True
low_noise,1,99,71,11.313708305358887,2.9758591651916504,2.468004822731018e-08,1.1920928955078125e-07,-1.7869528790015465e-07,0.0,True
low_noise,1,99,72,11.31370735168457,2.97257661819458,2.2817403078079224e-08,1.1920928955078125e-07,-1.0754622081776688e-07,0.0,True
low_noise,1,99,73,11.313709259033203,2.9695348739624023,1.7695128917694092e-08,1.1920928955078125e-07,-1.6705141092643316e-07,0.0,True
low_noise,1,99,74,11.313709259033203,2.9666991233825684,2.514570951461792e-08,1.1920928955078125e-07,-1.3317843183813238e-07,0.0,True
low_noise,1,99,75,11.313708305358887,2.964041233062744,2.3748725652694702e-08,1.1920928955078125e-07,-1.4593226183023944e-07,0.0,True
low_noise,1,99,76,11.313709259033203,2.9615399837493896,1.862645149230957e-08,1.1920928955078125e-07,-1.8382097266567143e-07,0.0,True
low_noise,1,99,77,11.313709259033203,2.9591777324676514,2.0023435354232788e-08,1.1920928955078125e-07,-1.434883643014473e-07,0.0,True
low_noise,1,99,78,11.313711166381836,2.956944704055786,2.3283064365386963e-08,1.1920928955078125e-07,-1.2727896603337285e-07,0.0,True
low_noise,1,99,79,11.313708305358887,2.9548332691192627,2.3748725652694702e-08,1.1920928955078125e-07,-1.8025568238044798e-07,0.0,True
low_noise,1,99,80,11.31371021270752,2.95284104347229,1.7695128917694092e-08,1.1920928955078125e-07,-1.8604029605739925e-07,0.0,True
low_noise,1,99,81,11.31371021270752,2.9509682655334473,1.5832483768463135e-08,1.1920928955078125e-07,-1.52086954585684e-07,0.0,True
low_noise,1,99,82,11.313708305358887,2.9492180347442627,2.3748725652694702e-08,1.1920928955078125e-07,-1.5218834903407696e-07,0.0,True
low_noise,1,99,83,11.313709259033203,2.947593927383423,1.955777406692505e-08,1.1920928955078125e-07,-1.7358765092012618e-07,0.0,True
low_noise,1,99,84,11.313708305358887,2.946099042892456,2.0954757928848267e-08,1.1920928955078125e-07,-1.4276790238909598e-07,0.0,True
low_noise,1,99,85,11.31371021270752,2.9447364807128906,2.0023435354232788e-08,1.1920928955078125e-07,-1.6141923708801187e-07,0.0,True
low_noise,1,99,86,11.313709259033203,2.9435067176818848,1.862645149230957e-08,1.1920928955078125e-07,-1.485821883306926e-07,0.0,True
low_noise,1,99,87,11.313708305358887,2.942408800125122,2.7474015951156616e-08,1.1920928955078125e-07,-1.2391448933612992e-07,0.0,True
low_noise,1,99,88,11.313709259033203,2.9414374828338623,2.2817403078079224e-08,1.1920928955078125e-07,-1.6424630189249e-07,0.0,True
low_noise,1,99,89,11.313708305358887,2.940586805343628,3.306195139884949e-08,1.1920928955078125e-07,-1.3004643051317544e-07,0.0,True
low_noise,1,99,90,11.313708305358887,2.9398467540740967,2.2817403078079224e-08,1.1920928955078125e-07,-1.7172150990063528e-07,0.0,True
low_noise,1,99,91,11.313708305358887,2.939207077026367,1.7229467630386353e-08,1.1920928955078125e-07,-1.8947572755223518e-07,0.0,True
low_noise,1,99,92,11.313708305358887,2.938654661178589,2.2817403078079224e-08,1.1920928955078125e-07,-1.9469030121399555e-07,0.0,True
low_noise,1,99,93,11.313708305358887,2.938175916671753,2.1420419216156006e-08,1.1920928955078125e-07,-1.8496481857255276e-07,0.0,True
low_noise,1,99,94,11.313709259033203,2.937758445739746,2.2351741790771484e-08,1.1920928955078125e-07,-1.7794370421597705e-07,0.0,True
low_noise,1,99,95,11.313709259033203,2.9373886585235596,1.862645149230957e-08,1.1920928955078125e-07,-1.6999982221932441e-07,0.0,True
low_noise,1,99,96,11.313708305358887,2.9370534420013428,2.514570951461792e-08,1.1920928955078125e-07,-1.85686531040119e-07,0.0,True
low_noise,1,99,97,11.313709259033203,2.936741352081299,2.514570951461792e-08,1.1920928955078125e-07,-1.6466019303607027e-07,0.0,True
low_noise,1,99,98,11.31371021270752,2.93644118309021,2.1420419216156006e-08,1.1920928955078125e-07,-1.3947712318440608e-07,0.0,True
low_noise,1,99,99,11.31370735168457,2.936143398284912,2.1420419216156006e-08,1.1920928955078125e-07,-1.839844401274604e-07,0.0,True
low_noise,1,99,100,11.313709259033203,2.9358389377593994,2.60770320892334e-08,1.1920928955078125e-07,-1.236635682744236e-07,0.0,True
low_noise,2,173,1,11.272849082946777,8.843954086303711,1.862645149230957e-08,1.1920928955078125e-07,-2.228118773928145e-07,0.0,True
low_noise,2,173,2,11.27851390838623,8.49217700958252,2.421438694000244e-08,1.1920928955078125e-07,-1.4601022257920704e-07,0.0,True
low_noise,2,173,3,11.285124778747559,8.133162498474121,1.909211277961731e-08,1.1920928955078125e-07,-1.8218642594547418e-07,0.0,True
low_noise,2,173,4,11.28861141204834,7.763302326202393,1.6763806343078613e-08,1.1920928955078125e-07,-2.203160676117477e-07,0.0,True
low_noise,2,173,5,11.285416603088379,7.359635353088379,2.561137080192566e-08,1.1920928955078125e-07,-1.3419871436326503e-07,0.0,True
low_noise,2,173,6,11.270151138305664,6.900790214538574,1.1175870895385742e-08,1.1920928955078125e-07,-1.7943290231414721e-07,0.0,True
low_noise,2,173,7,11.27352523803711,6.368844032287598,2.0489096641540527e-08,1.1920928955078125e-07,-1.6481891407238436e-07,0.0,True
low_noise,2,173,8,11.2958345413208,5.7651519775390625,1.909211277961731e-08,1.1920928955078125e-07,-1.4958072824811097e-07,0.0,True
low_noise,2,173,9,11.299257278442383,5.146947860717773,2.468004822731018e-08,1.1920928955078125e-07,-1.3215526450949255e-07,0.0,True
low_noise,2,173,10,11.31370735168457,4.614280700683594,1.6298145055770874e-08,1.1920928955078125e-07,-1.3297277234869398e-07,0.0,True
low_noise,2,173,11,11.31371021270752,4.176161766052246,2.421438694000244e-08,1.1920928955078125e-07,-1.6955723936007416e-07,0.0,True
low_noise,2,173,12,11.31371021270752,3.8571839332580566,1.909211277961731e-08,1.1920928955078125e-07,-1.3775947138583433e-07,0.0,True
low_noise,2,173,13,11.313708305358887,3.63576078414917,1.6298145055770874e-08,1.1920928955078125e-07,-1.7455852230341407e-07,0.0,True
low_noise,2,173,14,11.313708305358887,3.4804482460021973,2.1886080503463745e-08,1.1920928955078125e-07,-1.5276744136372145e-07,0.0,True
low_noise,2,173,15,11.313708305358887,3.3678948879241943,1.7695128917694092e-08,1.1920928955078125e-07,-1.3768901396815636e-07,0.0,True
low_noise,2,173,16,11.31370735168457,3.2831785678863525,1.6763806343078613e-08,1.1920928955078125e-07,-1.7623457893023442e-07,0.0,True
low_noise,2,173,17,11.313708305358887,3.2170498371124268,2.0489096641540527e-08,1.1920928955078125e-07,-1.5759644611534895e-07,0.0,True
low_noise,2,173,18,11.313708305358887,3.1638095378875732,2.2817403078079224e-08,1.1920928955078125e-07,-1.5282672904959327e-07,0.0,True
low_noise,2,173,19,11.313709259033203,3.119931221008301,2.514570951461792e-08,1.1920928955078125e-07,-1.3904447371260176e-07,0.0,True
low_noise,2,173,20,11.313709259033203,3.0831825733184814,1.909211277961731e-08,1.1920928955078125e-07,-1.1008012279489776e-07,0.0,True
low_noise,2,173,21,11.313709259033203,3.0520944595336914,2.1886080503463745e-08,1.1920928955078125e-07,-1.912244727009238e-07,0.0,True
low_noise,2,173,22,11.31371021270752,3.0256471633911133,2.0489096641540527e-08,1.1920928955078125e-07,-1.709399413130086e-07,0.0,True
low_noise,2,173,23,11.31370735168457,3.003086805343628,2.1886080503463745e-08,1.1920928955078125e-07,-1.6932008861658687e-07,0.0,True
low_noise,2,173,24,11.313708305358887,2.9838247299194336,1.862645149230957e-08,1.1920928955078125e-07,-1.9068512813191774e-07,0.0,True
low_noise,2,173,25,11.31370735168457,2.9673779010772705,2.561137080192566e-08,1.1920928955078125e-07,-1.3476706328674481e-07,0.0,True
low_noise,2,173,26,11.313708305358887,2.9533398151397705,2.0954757928848267e-08,1.1920928955078125e-07,-1.6195905061522353e-07,0.0,True
low_noise,2,173,27,11.313708305358887,2.941359758377075,2.468004822731018e-08,1.1920928955078125e-07,-1.0517552340161274e-07,0.0,True
low_noise,2,173,28,11.313709259033203,2.9311373233795166,2.0954757928848267e-08,1.1920928955078125e-07,-1.3870931070414372e-07,0.0,True
low_noise,2,173,29,11.313708305358887,2.922412633895874,1.862645149230957e-08,1.1920928955078125e-07,-1.7092158088871656e-07,0.0,True
low_noise,2,173,30,11.313708305358887,2.914963722229004,2.0023435354232788e-08,1.1920928955078125e-07,-1.6569670435728767e-07,0.0,True
low_noise,2,173,31,11.313709259033203,2.9086005687713623,2.468004822731018e-08,1.1920928955078125e-07,-1.9997656863779412e-07,0.0,True
low_noise,2,173,32,11.31370735168457,2.903160810470581,2.3748725652694702e-08,1.1920928955078125e-07,-1.805592262371647e-07,0.0,True
low_noise,2,173,33,11.313709259033203,2.898507833480835,2.514570951461792e-08,1.1920928955078125e-07,-1.154681683601666e-07,0.0,True
low_noise,2,173,34,11.31371021270752,2.894524097442627,2.60770320892334e-08,1.1920928955078125e-07,-1.5086679638898204e-07,0.0,True
low_noise,2,173,35,11.313708305358887,2.89111065864563,2.7474015951156616e-08,1.1920928955078125e-07,-1.6283739512346074e-07,0.0,True
low_noise,2,173,36,11.313709259033203,2.888183116912842,1.909211277961731e-08,1.1920928955078125e-07,-1.3001758247810358e-07,0.0,True
low_noise,2,173,37,11.313708305358887,2.8856682777404785,1.7695128917694092e-08,1.1920928955078125e-07,-1.6332833752130682e-07,0.0,True
low_noise,2,173,38,11.313711166381836,2.8835043907165527,2.3283064365386963e-08,1.1920928955078125e-07,-1.1580910097563901e-07,0.0,True
low_noise,2,173,39,11.313709259033203,2.8816370964050293,2.0023435354232788e-08,1.1920928955078125e-07,-1.3670745602212264e-07,0.0,True
low_noise,2,173,40,11.31371021270752,2.8800203800201416,2.60770320892334e-08,1.1920928955078125e-07,-1.5594810065522324e-07,0.0,True
low_noise,2,173,41,11.31370735168457,2.878614664077759,1.862645149230957e-08,1.1920928955078125e-07,-1.0890502721849771e-07,0.0,True
low_noise,2,173,42,11.313708305358887,2.8773841857910156,1.862645149230957e-08,1.1920928955078125e-07,-1.5991436441709084e-07,0.0,True
low_noise,2,173,43,11.31371021270752,2.876300811767578,2.3748725652694702e-08,1.1920928955078125e-07,-1.8516271893531666e-07,0.0,True
low_noise,2,173,44,11.313708305358887,2.875337839126587,1.3969838619232178e-08,1.1920928955078125e-07,-1.3712734414639272e-07,0.0,True
low_noise,2,173,45,11.313709259033203,2.8744735717773438,2.514570951461792e-08,1.1920928955078125e-07,-1.6016639392546494e-07,0.0,True
low_noise,2,173,46,11.313709259033203,2.8736886978149414,2.3283064365386963e-08,1.1920928955078125e-07,-1.709974242203316e-07,0.0,True
low_noise,2,173,47,11.31371021270752,2.8729679584503174,2.468004822731018e-08,1.1920928955078125e-07,-1.0319880772158285e-07,0.0,True
low_noise,2,173,48,11.31370735168457,2.872297525405884,2.3748725652694702e-08,1.1920928955078125e-07,-1.9459571376501117e-07,0.0,True
low_noise,2,173,49,11.31371021270752,2.8716659545898438,2.1420419216156006e-08,1.1920928955078125e-07,-1.923013712712418e-07,0.0,True
low_noise,2,173,50,11.313708305358887,2.871063470840454,2.2817403078079224e-08,1.1920928955078125e-07,-1.5984755918907467e-07,0.0,True
low_noise,2,173,51,11.313708305358887,2.8704833984375,2.514570951461792e-08,1.1920928955078125e-07,-2.1333994482120033e-07,0.0,True
low_noise,2,173,52,11.313708305358887,2.8699190616607666,2.421438694000244e-08,1.1920928955078125e-07,-1.850232820288511e-07,0.0,True
low_noise,2,173,53,11.31371021270752,2.8693666458129883,2.3748725652694702e-08,1.1920928955078125e-07,-1.9225151959290088e-07,0.0,True
low_noise,2,173,54,11.313709259033203,2.868821620941162,2.1886080503463745e-08,1.1920928955078125e-07,-2.0694406543952937e-07,0.0,True
low_noise,2,173,55,11.313708305358887,2.8682823181152344,2.2351741790771484e-08,1.1920928955078125e-07,-1.3773907880931802e-07,0.0,True
low_noise,2,173,56,11.31371021270752,2.867748498916626,2.0954757928848267e-08,1.1920928955078125e-07,-1.3027192835579626e-07,0.0,True
low_noise,2,173,57,11.313709259033203,2.8672196865081787,2.561137080192566e-08,1.1920928955078125e-07,-1.5834933719816036e-07,0.0,True
low_noise,2,173,58,11.313709259033203,2.8666961193084717,1.6298145055770874e-08,1.1920928955078125e-07,-1.4315722296487365e-07,0.0,True
low_noise,2,173,59,11.313708305358887,2.8661797046661377,2.7008354663848877e-08,1.1920928955078125e-07,-1.719778452979881e-07,0.0,True
low_noise,2,173,60,11.31370735168457,2.8656725883483887,1.862645149230957e-08,1.1920928955078125e-07,-1.6463026497604005e-07,0.0,True
low_noise,2,173,61,11.31370735168457,2.8651769161224365,2.7008354663848877e-08,1.1920928955078125e-07,-1.515931842277496e-07,0.0,True
low_noise,2,173,62,11.313708305358887,2.8646957874298096,2.0489096641540527e-08,1.1920928955078125e-07,-1.8486896635749872e-07,0.0,True
low_noise,2,173,63,11.31370735168457,2.864231586456299,2.2351741790771484e-08,1.1920928955078125e-07,-1.7111831596139382e-07,0.0,True
low_noise,2,173,64,11.313709259033203,2.863787889480591,2.9802322387695312e-08,1.1920928955078125e-07,-1.378950855723815e-07,0.0,True
low_noise,2,173,65,11.313709259033203,2.8633673191070557,2.1420419216156006e-08,1.1920928955078125e-07,-1.3886851490951813e-07,0.0,True
low_noise,2,173,66,11.313708305358887,2.8629720211029053,2.1886080503463745e-08,1.1920928955078125e-07,-1.5864733882153814e-07,0.0,True
low_noise,2,173,67,11.313709259033203,2.862602949142456,1.955777406692505e-08,1.1920928955078125e-07,-1.9149305785504112e-07,0.0,True
low_noise,2,173,68,11.31371021270752,2.8622641563415527,2.3748725652694702e-08,1.1920928955078125e-07,-1.5906607586657628e-07,0.0,True
low_noise,2,173,69,11.313709259033203,2.861954927444458,2.7939677238464355e-08,1.1920928955078125e-07,-1.3745605542681005e-07,0.0,True
low_noise,2,173,70,11.313708305358887,2.86167573928833,2.1420419216156006e-08,1.1920928955078125e-07,-1.7177558220282663e-07,0.0,True
low_noise,2,173,71,11.313709259033203,2.86142635345459,2.2817403078079224e-08,1.1920928955078125e-07,-1.81707264346187e-07,0.0,True
low_noise,2,173,72,11.31371021270752,2.861206531524658,2.514570951461792e-08,1.1920928955078125e-07,-1.3785738417482207e-07,0.0,True
low_noise,2,173,73,11.31370735168457,2.8610150814056396,2.2351741790771484e-08,1.1920928955078125e-07,-1.5686480026033678e-07,0.0,True
low_noise,2,173,74,11.31370735168457,2.8608498573303223,2.60770320892334e-08,1.1920928955078125e-07,-2.071350877486111e-07,0.0,True
low_noise,2,173,75,11.31370735168457,2.8607089519500732,2.6542693376541138e-08,1.1920928955078125e-07,-1.5705694522694102e-07,0.0,True
low_noise,2,173,76,11.313708305358887,2.8605916500091553,2.0023435354232788e-08,1.1920928955078125e-07,-1.6174755046449718e-07,0.0,True
low_noise,2,173,77,11.313709259033203,2.860494375228882,2.0489096641540527e-08,1.1920928955078125e-07,-1.4228140798877575e-07,0.0,True
low_noise,2,173,78,11.313709259033203,2.860415458679199,2.1886080503463745e-08,1.1920928955078125e-07,-1.371717246456683e-07,0.0,True
low_noise,2,173,79,11.313709259033203,2.8603529930114746,2.3283064365386963e-08,1.1920928955078125e-07,-1.4137667392333242e-07,0.0,True
low_noise,2,173,80,11.31371021270752,2.860304832458496,2.8405338525772095e-08,1.1920928955078125e-07,-1.6269223124254495e-07,0.0,True
low_noise,2,173,81,11.31371021270752,2.8602685928344727,2.0023435354232788e-08,1.1920928955078125e-07,-1.9028539099963382e-07,0.0,True
low_noise,2,173,82,11.313708305358887,2.8602428436279297,2.1420419216156006e-08,1.1920928955078125e-07,-1.49412670680249e-07,0.0,True
low_noise,2,173,83,11.313708305358887,2.860224962234497,1.7695128917694092e-08,1.1920928955078125e-07,-1.376211002934724e-07,0.0,True
low_noise,2,173,84,11.313708305358887,2.860214948654175,2.421438694000244e-08,1.1920928955078125e-07,-1.4743685028406617e-07,0.0,True
low_noise,2,173,85,11.313709259033203,2.860210418701172,2.0954757928848267e-08,1.1920928955078125e-07,-2.3487621092499467e-07,0.0,True
low_noise,2,173,86,11.313708305358887,2.86021089553833,2.3283064365386963e-08,1.1920928955078125e-07,-1.7593690415651508e-07,0.0,True
low_noise,2,173,87,11.313708305358887,2.860214948654175,2.3748725652694702e-08,1.1920928955078125e-07,-1.842852555000718e-07,0.0,True
low_noise,2,173,88,11.313709259033203,2.860222101211548,2.60770320892334e-08,1.1920928955078125e-07,-1.5028417976736819e-07,0.0,True
low_noise,2,173,89,11.313709259033203,2.8602311611175537,2.2351741790771484e-08,1.1920928955078125e-07,-1.360655943472011e-07,0.0,True
low_noise,2,173,90,11.313709259033203,2.860241651535034,2.3283064365386963e-08,1.1920928955078125e-07,-2.0705707015622465e-07,0.0,True
low_noise,2,173,91,11.313708305358887,2.8602538108825684,2.0023435354232788e-08,1.1920928955078125e-07,-1.4969771200412652e-07,0.0,True
low_noise,2,173,92,11.313709259033203,2.8602659702301025,1.862645149230957e-08,1.1920928955078125e-07,-1.735178472017651e-07,0.0,True
low_noise,2,173,93,11.313709259033203,2.860278606414795,1.7695128917694092e-08,1.1920928955078125e-07,-1.570231802361377e-07,0.0,True
low_noise,2,173,94,11.31371021270752,2.8602917194366455,2.2351741790771484e-08,1.1920928955078125e-07,-1.6370348987493344e-07,0.0,True
low_noise,2,173,95,11.313708305358887,2.860304832458496,2.0023435354232788e-08,1.1920928955078125e-07,-1.8043029115233367e-07,0.0,True
low_noise,2,173,96,11.313709259033203,2.8603174686431885,2.3283064365386963e-08,1.1920928955078125e-07,-1.707634567083005e-07,0.0,True
low_noise,2,173,97,11.313709259033203,2.8603298664093018,2.468004822731018e-08,1.1920928955078125e-07,-1.3517076524749427e-07,0.0,True
low_noise,2,173,98,11.31371021270752,2.860341787338257,2.514570951461792e-08,1.1920928955078125e-07,-1.5639481887319562e-07,0.0,True
