regime,representative,global_test_index,step,R_norm,amplitude_norm,mean_trace_error,max_trace_error,minimum_eigenvalue,negative_eigenvalue_fraction,finite
low_noise,4,915,69,11.31371021270752,2.9162237644195557,2.514570951461792e-08,1.1920928955078125e-07,-1.193791945297562e-07,0.0,True
low_noise,4,915,70,11.31370735168457,2.9158236980438232,2.0489096641540527e-08,1.1920928955078125e-07,-1.6080049647371197e-07,0.0,True
low_noise,4,915,71,11.31371021270752,2.915449857711792,2.60770320892334e-08,1.1920928955078125e-07,-1.5570870459669095e-07,0.0,True
low_noise,4,915,72,11.31371021270752,2.9150946140289307,2.0954757928848267e-08,1.1920928955078125e-07,-1.6354982790289796e-07,0.0,True
low_noise,4,915,73,11.313708305358887,2.9147517681121826,2.1420419216156006e-08,1.1920928955078125e-07,-1.5721519730504951e-07,0.0,True
low_noise,4,915,74,11.31371021270752,2.914416790008545,2.0489096641540527e-08,1.1920928955078125e-07,-2.1150772511191462e-07,0.0,True
low_noise,4,915,75,11.313709259033203,2.91408634185791,1.5366822481155396e-08,1.1920928955078125e-07,-1.681521837326727e-07,0.0,True
low_noise,4,915,76,11.313708305358887,2.9137558937072754,2.2351741790771484e-08,1.1920928955078125e-07,-1.9890980240688805e-07,0.0,True
low_noise,4,915,77,11.31371021270752,2.913423538208008,2.2351741790771484e-08,1.1920928955078125e-07,-1.9131128681237897e-07,0.0,True
low_noise,4,915,78,11.31371021270752,2.9130868911743164,2.3748725652694702e-08,1.1920928955078125e-07,-1.714636255201185e-07,0.0,True
low_noise,4,915,79,11.31371021270752,2.9127447605133057,2.2817403078079224e-08,1.1920928955078125e-07,-1.378398337692488e-07,0.0,True
low_noise,4,915,80,11.313709259033203,2.91239595413208,2.0489096641540527e-08,1.1920928955078125e-07,-1.561164282293248e-07,0.0,True
low_noise,4,915,81,11.313708305358887,2.9120407104492188,2.421438694000244e-08,1.1920928955078125e-07,-1.502750279769316e-07,0.0,True
low_noise,4,915,82,11.313709259033203,2.9116787910461426,2.0489096641540527e-08,1.1920928955078125e-07,-1.4699548955832142e-07,0.0,True
low_noise,4,915,83,11.313709259033203,2.911311149597168,1.6763806343078613e-08,1.1920928955078125e-07,-1.3138327403794392e-07,0.0,True
low_noise,4,915,84,11.31371021270752,2.910938262939453,2.1886080503463745e-08,1.1920928955078125e-07,-1.6051669149419467e-07,0.0,True
low_noise,4,915,85,11.31371021270752,2.910562753677368,2.0023435354232788e-08,1.1920928955078125e-07,-1.9969314735135413e-07,0.0,True
low_noise,4,915,86,11.31371021270752,2.910184144973755,2.2817403078079224e-08,1.1920928955078125e-07,-1.3817167143770348e-07,0.0,True
low_noise,4,915,87,11.31371021270752,2.909806489944458,3.073364496231079e-08,1.1920928955078125e-07,-1.8759901365683618e-07,0.0,True
low_noise,4,915,88,11.313711166381836,2.909431219100952,1.816079020500183e-08,1.1920928955078125e-07,-1.710692174583528e-07,0.0,True
low_noise,4,915,89,11.31371021270752,2.909060478210449,2.7939677238464355e-08,1.1920928955078125e-07,-1.343361901717799e-07,0.0,True
low_noise,4,915,90,11.31371021270752,2.9086973667144775,2.514570951461792e-08,1.1920928955078125e-07,-1.7160030552076933e-07,0.0,True
low_noise,4,915,91,11.313709259033203,2.90834379196167,2.514570951461792e-08,1.1920928955078125e-07,-1.2881088196081691e-07,0.0,True
low_noise,4,915,92,11.31370735168457,2.908003091812134,1.7695128917694092e-08,1.1920928955078125e-07,-1.3340097382297245e-07,0.0,True
low_noise,4,915,93,11.313711166381836,2.9076766967773438,2.2817403078079224e-08,1.1920928955078125e-07,-1.5184519952526898e-07,0.0,True
low_noise,4,915,94,11.313709259033203,2.9073665142059326,2.1420419216156006e-08,1.1920928955078125e-07,-1.8162731407755928e-07,0.0,True
low_noise,4,915,95,11.313709259033203,2.907074213027954,2.0489096641540527e-08,1.1920928955078125e-07,-1.3684264388302836e-07,0.0,True
low_noise,4,915,96,11.31371021270752,2.9068005084991455,2.2351741790771484e-08,1.1920928955078125e-07,-1.8066259599436307e-07,0.0,True
low_noise,4,915,97,11.313709259033203,2.906546115875244,1.909211277961731e-08,1.1920928955078125e-07,-1.8985804217663826e-07,0.0,True
low_noise,4,915,98,11.313709259033203,2.9063122272491455,2.2817403078079224e-08,1.1920928955078125e-07,-2.1312587250577053e-07,0.0,True
low_noise,4,915,99,11.31371021270752,2.906097173690796,2.0954757928848267e-08,1.1920928955078125e-07,-1.3623704830934003e-07,0.0,True
low_noise,4,915,100,11.313712120056152,2.9059019088745117,2.60770320892334e-08,1.1920928955078125e-07,-1.4923969615665555e-07,0.0,True
low_noise,5,989,1,11.273648262023926,7.132434844970703,2.3748725652694702e-08,1.1920928955078125e-07,-1.2783492309154099e-07,0.0,True
low_noise,5,989,2,11.272979736328125,6.735785484313965,1.7229467630386353e-08,1.1920928955078125e-07,-1.7437547228382755e-07,0.0,True
low_noise,5,989,3,11.265487670898438,6.283192157745361,2.8870999813079834e-08,1.1920928955078125e-07,-2.09548261409509e-07,0.0,True
low_noise,5,989,4,11.256190299987793,5.787290096282959,1.6763806343078613e-08,1.1920928955078125e-07,-1.4070094778162456e-07,0.0,True
low_noise,5,989,5,11.261260032653809,5.250086307525635,1.909211277961731e-08,1.1920928955078125e-07,-1.6149041925928032e-07,0.0,True
low_noise,5,989,6,11.286038398742676,4.6858344078063965,1.816079020500183e-08,1.1920928955078125e-07,-1.493225596504999e-07,0.0,True
low_noise,5,989,7,11.313066482543945,4.167045593261719,1.6763806343078613e-08,1.1920928955078125e-07,-1.2632244761334732e-07,0.0,True
low_noise,5,989,8,11.313708305358887,3.7742416858673096,2.3283064365386963e-08,1.1920928955078125e-07,-2.0473106587814982e-07,0.0,True
low_noise,5,989,9,11.313708305358887,3.4980673789978027,1.862645149230957e-08,1.1920928955078125e-07,-1.2948788707944914e-07,0.0,True
low_noise,5,989,10,11.31370735168457,3.3293817043304443,2.6542693376541138e-08,1.1920928955078125e-07,-1.5734272551526374e-07,0.0,True
low_noise,5,989,11,11.313708305358887,3.22709584236145,2.561137080192566e-08,1.1920928955078125e-07,-1.4271515169639315e-07,0.0,True
low_noise,5,989,12,11.313705444335938,3.159642219543457,2.3748725652694702e-08,1.1920928955078125e-07,-1.9699963615948946e-07,0.0,True
low_noise,5,989,13,11.313708305358887,3.1109564304351807,1.816079020500183e-08,1.1920928955078125e-07,-1.4930066072338377e-07,0.0,True
low_noise,5,989,14,11.313708305358887,3.0733885765075684,2.2351741790771484e-08,1.1920928955078125e-07,-1.8441241422806343e-07,0.0,True
low_noise,5,989,15,11.313709259033203,3.0431458950042725,2.7008354663848877e-08,1.1920928955078125e-07,-1.5160289024152007e-07,0.0,True
low_noise,5,989,16,11.313708305358887,3.0182301998138428,2.3283064365386963e-08,1.1920928955078125e-07,-1.9026671793653804e-07,0.0,True
low_noise,5,989,17,11.31371021270752,2.997485637664795,2.7939677238464355e-08,1.1920928955078125e-07,-1.7200063950895128e-07,0.0,True
low_noise,5,989,18,11.31371021270752,2.9801523685455322,1.862645149230957e-08,1.1920928955078125e-07,-1.4643282497672772e-07,0.0,True
low_noise,5,989,19,11.313708305358887,2.965660810470581,2.421438694000244e-08,1.1920928955078125e-07,-1.910028402107855e-07,0.0,True
low_noise,5,989,20,11.313709259033203,2.9535491466522217,2.8870999813079834e-08,1.1920928955078125e-07,-1.772840505509521e-07,0.0,True
low_noise,5,989,21,11.313709259033203,2.9434258937835693,2.3283064365386963e-08,1.1920928955078125e-07,-1.7577430355686374e-07,0.0,True
low_noise,5,989,22,11.313709259033203,2.934962272644043,2.7008354663848877e-08,1.1920928955078125e-07,-1.7696306997549982e-07,0.0,True
low_noise,5,989,23,11.31371021270752,2.9278793334960938,2.1886080503463745e-08,1.1920928955078125e-07,-1.48544245348603e-07,0.0,True
low_noise,5,989,24,11.313708305358887,2.9219472408294678,3.026798367500305e-08,1.1920928955078125e-07,-1.535326248358615e-07,0.0,True
low_noise,5,989,25,11.313709259033203,2.9169745445251465,2.0023435354232788e-08,1.1920928955078125e-07,-1.8035288462669996e-07,0.0,True
low_noise,5,989,26,11.313708305358887,2.912804365158081,1.6763806343078613e-08,1.1920928955078125e-07,-1.5058130031775363e-07,0.0,True
low_noise,5,989,27,11.313708305358887,2.90930438041687,1.6298145055770874e-08,1.1920928955078125e-07,-1.7572628507878107e-07,0.0,True
low_noise,5,989,28,11.31371021270752,2.906367063522339,2.7008354663848877e-08,1.1920928955078125e-07,-1.7011667807764752e-07,0.0,True
low_noise,5,989,29,11.313709259033203,2.9039015769958496,1.909211277961731e-08,1.1920928955078125e-07,-1.4692716376885073e-07,0.0,True
low_noise,5,989,30,11.31371021270752,2.9018328189849854,2.6542693376541138e-08,1.1920928955078125e-07,-1.5635247052614432e-07,0.0,True
low_noise,5,989,31,11.313709259033203,2.9000961780548096,2.7939677238464355e-08,1.1920928955078125e-07,-1.6599712182596704e-07,0.0,True
low_noise,5,989,32,11.31371021270752,2.8986380100250244,2.514570951461792e-08,1.1920928955078125e-07,-1.6192277030313562e-07,0.0,True
low_noise,5,989,33,11.31371021270752,2.8974153995513916,2.3283064365386963e-08,1.1920928955078125e-07,-1.4393461356121406e-07,0.0,True
low_noise,5,989,34,11.31371021270752,2.8963892459869385,2.7474015951156616e-08,1.1920928955078125e-07,-1.57227148633865e-07,0.0,True
low_noise,5,989,35,11.31370735168457,2.895529270172119,2.8870999813079834e-08,1.1920928955078125e-07,-1.4310404594652937e-07,0.0,True
low_noise,5,989,36,11.313708305358887,2.8948092460632324,2.60770320892334e-08,1.1920928955078125e-07,-1.9121721095416433e-07,0.0,True
low_noise,5,989,37,11.313709259033203,2.8942065238952637,2.0954757928848267e-08,1.1920928955078125e-07,-1.271430960514408e-07,0.0,True
low_noise,5,989,38,11.31371021270752,2.8937032222747803,2.421438694000244e-08,1.1920928955078125e-07,-1.835343397260658e-07,0.0,True
low_noise,5,989,39,11.313708305358887,2.893282651901245,2.514570951461792e-08,1.1920928955078125e-07,-1.556581707973237e-07,0.0,True
low_noise,5,989,40,11.31371021270752,2.8929331302642822,2.7939677238464355e-08,1.1920928955078125e-07,-1.3044690660990454e-07,0.0,True
low_noise,5,989,41,11.31371021270752,2.8926424980163574,2.0954757928848267e-08,1.1920928955078125e-07,-1.4283675398019113e-07,0.0,True
low_noise,5,989,42,11.313709259033203,2.8924007415771484,2.7008354663848877e-08,1.1920928955078125e-07,-1.9194017397694552e-07,0.0,True
low_noise,5,989,43,11.31371021270752,2.8921990394592285,2.0954757928848267e-08,1.1920928955078125e-07,-1.6666287194766483e-07,0.0,True
low_noise,5,989,44,11.313711166381836,2.8920295238494873,2.0489096641540527e-08,1.1920928955078125e-07,-1.7611137081985362e-07,0.0,True
low_noise,5,989,45,11.31370735168457,2.8918845653533936,2.468004822731018e-08,1.1920928955078125e-07,-1.6230296751018614e-07,0.0,True
low_noise,5,989,46,11.31371021270752,2.891758680343628,1.862645149230957e-08,1.1920928955078125e-07,-1.377549665448896e-07,0.0,True
low_noise,5,989,47,11.313708305358887,2.8916449546813965,2.3283064365386963e-08,1.1920928955078125e-07,-1.4130115744137584e-07,0.0,True
low_noise,5,989,48,11.313709259033203,2.891538381576538,2.2351741790771484e-08,1.1920928955078125e-07,-1.7825399822868349e-07,0.0,True
low_noise,5,989,49,11.313708305358887,2.891432762145996,2.2817403078079224e-08,1.1920928955078125e-07,-1.6861932294887083e-07,0.0,True
low_noise,5,989,50,11.313709259033203,2.8913254737854004,2.468004822731018e-08,1.1920928955078125e-07,-1.9166535025760822e-07,0.0,True
low_noise,5,989,51,11.31371021270752,2.891211986541748,2.0489096641540527e-08,1.1920928955078125e-07,-1.8482582220258337e-07,0.0,True
low_noise,5,989,52,11.31371021270752,2.8910882472991943,2.514570951461792e-08,1.1920928955078125e-07,-1.193770486906942e-07,0.0,True
low_noise,5,989,53,11.31371021270752,2.8909523487091064,2.0954757928848267e-08,1.1920928955078125e-07,-1.3576500634826516e-07,0.0,True
low_noise,5,989,54,11.313708305358887,2.890801191329956,2.7474015951156616e-08,1.1920928955078125e-07,-2.3008480809494358e-07,0.0,True
low_noise,5,989,55,11.31370735168457,2.8906333446502686,2.561137080192566e-08,1.1920928955078125e-07,-2.0458291771774384e-07,0.0,True
low_noise,5,989,56,11.313708305358887,2.890448570251465,1.862645149230957e-08,1.1920928955078125e-07,-1.432527056977051e-07,0.0,True
low_noise,5,989,57,11.31370735168457,2.8902461528778076,1.5832483768463135e-08,1.1920928955078125e-07,-1.3788167052553035e-07,0.0,True
low_noise,5,989,58,11.313708305358887,2.8900258541107178,2.3748725652694702e-08,1.1920928955078125e-07,-1.8400159262910165e-07,0.0,True
low_noise,5,989,59,11.313708305358887,2.8897879123687744,2.2817403078079224e-08,1.1920928955078125e-07,-1.8194707251950604e-07,0.0,True
low_noise,5,989,60,11.313708305358887,2.889533281326294,2.3748725652694702e-08,1.1920928955078125e-07,-1.6899511479095963e-07,0.0,True
low_noise,5,989,61,11.313709259033203,2.8892629146575928,2.7939677238464355e-08,1.1920928955078125e-07,-1.790521508837628e-07,0.0,True
low_noise,5,989,62,11.31370735168457,2.888977527618408,2.7474015951156616e-08,1.1920928955078125e-07,-1.5131699626635964e-07,0.0,True
low_noise,5,989,63,11.313708305358887,2.888679027557373,2.3283064365386963e-08,1.1920928955078125e-07,-1.5304360090340197e-07,0.0,True
low_noise,5,989,64,11.31370735168457,2.8883683681488037,1.862645149230957e-08,1.1920928955078125e-07,-1.2856897058100003e-07,0.0,True
low_noise,5,989,65,11.31370735168457,2.8880467414855957,1.816079020500183e-08,1.1920928955078125e-07,-1.934115374524481e-07,0.0,True
low_noise,5,989,66,11.313708305358887,2.8877158164978027,2.1420419216156006e-08,1.1920928955078125e-07,-1.2539673832634435e-07,0.0,True
low_noise,5,989,67,11.313709259033203,2.887375831604004,2.514570951461792e-08,1.1920928955078125e-07,-1.3894648986934044e-07,0.0,True
low_noise,5,989,68,11.313709259033203,2.887028217315674,2.7008354663848877e-08,1.1920928955078125e-07,-1.844049961619021e-07,0.0,True
low_noise,5,989,69,11.313708305358887,2.886674404144287,1.7695128917694092e-08,1.1920928955078125e-07,-1.6423697957179684e-07,0.0,True
low_noise,5,989,70,11.313709259033203,2.8863139152526855,2.421438694000244e-08,1.1920928955078125e-07,-1.4147634885830485e-07,0.0,True
low_noise,5,989,71,11.31370735168457,2.88594913482666,2.468004822731018e-08,1.1920928955078125e-07,-1.4671284986889077e-07,0.0,True
low_noise,5,989,72,11.313708305358887,2.885579824447632,2.60770320892334e-08,1.1920928955078125e-07,-2.1221725887698994e-07,0.0,True
low_noise,5,989,73,11.313709259033203,2.885206937789917,2.7939677238464355e-08,1.1920928955078125e-07,-1.6579447503772826e-07,0.0,True
low_noise,5,989,74,11.313709259033203,2.8848321437835693,1.816079020500183e-08,1.1920928955078125e-07,-1.8429514625495358e-07,0.0,True
low_noise,5,989,75,11.313711166381836,2.884455680847168,2.1886080503463745e-08,1.1920928955078125e-07,-1.564204268333924e-07,0.0,True
low_noise,5,989,76,11.313708305358887,2.8840789794921875,2.1420419216156006e-08,1.1920928955078125e-07,-1.5037727507660748e-07,0.0,True
low_noise,5,989,77,11.313708305358887,2.8837034702301025,2.8405338525772095e-08,1.1920928955078125e-07,-1.3701260570542217e-07,0.0,True
low_noise,5,989,78,11.31370735168457,2.8833296298980713,2.561137080192566e-08,1.1920928955078125e-07,-1.7611989733268274e-07,0.0,True
low_noise,5,989,79,11.313709259033203,2.8829598426818848,1.5832483768463135e-08,1.1920928955078125e-07,-1.7742850388913212e-07,0.0,True
low_noise,5,989,80,11.313709259033203,2.882596254348755,2.561137080192566e-08,1.1920928955078125e-07,-2.0823827640015224e-07,0.0,True
low_noise,5,989,81,11.313709259033203,2.8822388648986816,2.421438694000244e-08,1.1920928955078125e-07,-1.6385945400543278e-07,0.0,True
low_noise,5,989,82,11.313709259033203,2.881890296936035,2.421438694000244e-08,1.1920928955078125e-07,-1.6339744490778685e-07,0.0,True
low_noise,5,989,83,11.313708305358887,2.8815524578094482,2.0954757928848267e-08,1.1920928955078125e-07,-1.5531543340330245e-07,0.0,True
low_noise,5,989,84,11.313708305358887,2.8812265396118164,2.9802322387695312e-08,1.1920928955078125e-07,-1.6944457570389204e-07,0.0,True
low_noise,5,989,85,11.313709259033203,2.8809139728546143,2.2817403078079224e-08,1.1920928955078125e-07,-1.9125209860249015e-07,0.0,True
low_noise,5,989,86,11.313709259033203,2.880615711212158,2.8870999813079834e-08,1.1920928955078125e-07,-1.7695643350634782e-07,0.0,True
low_noise,5,989,87,11.31370735168457,2.8803327083587646,2.0489096641540527e-08,1.1920928955078125e-07,-1.6657052981372544e-07,0.0,True
low_noise,5,989,88,11.31371021270752,2.880066156387329,2.1420419216156006e-08,1.1920928955078125e-07,-1.4277777893312305e-07,0.0,True
low_noise,5,989,89,11.313709259033203,2.8798158168792725,2.3748725652694702e-08,1.1920928955078125e-07,-1.3602925719169434e-07,0.0,True
low_noise,5,989,90,11.31370735168457,2.8795816898345947,2.0489096641540527e-08,1.1920928955078125e-07,-1.575064629832923e-07,0.0,True
low_noise,5,989,91,11.313709259033203,2.879363775253296,2.3283064365386963e-08,1.1920928955078125e-07,-1.569971033177353e-07,0.0,True
low_noise,5,989,92,11.313708305358887,2.8791611194610596,2.561137080192566e-08,1.1920928955078125e-07,-1.6535251745608548e-07,0.0,True
low_noise,5,989,93,11.313708305358887,2.878974437713623,2.0954757928848267e-08,1.1920928955078125e-07,-1.8408456980978372e-07,0.0,True
low_noise,5,989,94,11.313709259033203,2.8788013458251953,2.3748725652694702e-08,1.1920928955078125e-07,-2.3911945845611626e-07,0.0,True
low_noise,5,989,95,11.31371021270752,2.8786418437957764,2.0489096641540527e-08,1.1920928955078125e-07,-1.1674860900257045e-07,0.0,True
low_noise,5,989,96,11.313708305358887,2.8784945011138916,2.468004822731018e-08,1.1920928955078125e-07,-1.2231467394485662e-07,0.0,True
low_noise,5,989,97,11.31370735168457,2.878358840942383,2.7939677238464355e-08,1.1920928955078125e-07,-1.9578112642193446e-07,0.0,True
low_noise,5,989,98,11.313708305358887,2.878232479095459,1.909211277961731e-08,1.1920928955078125e-07,-1.8517334865464363e-07,0.0,True
low_noise,5,989,99,11.313709259033203,2.878114700317383,2.561137080192566e-08,1.1920928955078125e-07,-1.5057507596338837e-07,0.0,True
low_noise,5,989,100,11.313709259033203,2.8780057430267334,1.955777406692505e-08,1.1920928955078125e-07,-1.5903053451893356e-07,0.0,True
stochastic,1,3267,1,10.273240089416504,33.429752349853516,1.210719347000122e-08,1.1920928955078125e-07,-1.3503763796052226e-07,0.0,True
stochastic,1,3267,2,10.449257850646973,24.646224975585938,1.30385160446167e-08,1.1920928955078125e-07,-1.5283029597412678e-07,0.0,True
stochastic,1,3267,3,10.34394359588623,22.168821334838867,1.30385160446167e-08,1.1920928955078125e-07,-1.574763643930055e-07,0.0,True
stochastic,1,3267,4,10.287991523742676,22.166263580322266,8.847564458847046e-09,1.1920928955078125e-07,-2.2350704398377275e-07,0.0,True
stochastic,1,3267,5,10.194860458374023,20.758756637573242,1.4435499906539917e-08,1.1920928955078125e-07,-1.943284786420918e-07,0.0,True
stochastic,1,3267,6,10.161958694458008,18.937776565551758,1.1175870895385742e-08,1.1920928955078125e-07,-2.4481948912580265e-07,0.0,True
stochastic,1,3267,7,10.13162899017334,17.651836395263672,1.5366822481155396e-08,1.1920928955078125e-07,-1.5024031085886236e-07,0.0,True
stochastic,1,3267,8,10.033493995666504,16.37493133544922,6.984919309616089e-09,1.1920928955078125e-07,-2.117303665727377e-07,0.0,True
stochastic,1,3267,9,9.969407081604004,15.225454330444336,9.313225746154785e-09,1.1920928955078125e-07,-1.904161450738684e-07,0.0,True
stochastic,1,3267,10,9.932258605957031,14.126594543457031,8.847564458847046e-09,1.1920928955078125e-07,-1.6435974714568147e-07,0.0,True
stochastic,1,3267,11,9.870074272155762,13.070579528808594,8.847564458847046e-09,1.1920928955078125e-07,-1.8376593402535946e-07,0.0,True
stochastic,1,3267,12,9.79081916809082,12.288738250732422,1.1641532182693481e-08,1.1920928955078125e-07,-1.691239077672435e-07,0.0,True
stochastic,1,3267,13,9.77200984954834,11.509510040283203,1.1175870895385742e-08,1.1920928955078125e-07,-1.751258906779185e-07,0.0,True
stochastic,1,3267,14,9.743736267089844,10.781458854675293,1.1641532182693481e-08,1.1920928955078125e-07,-1.4810035509071895e-07,0.0,True
stochastic,1,3267,15,9.700989723205566,9.99768352508545,9.313225746154785e-09,1.1920928955078125e-07,-1.2032718643695262e-07,0.0,True
stochastic,1,3267,16,9.703659057617188,9.425020217895508,6.51925802230835e-09,1.1920928955078125e-07,-1.8907670096268703e-07,0.0,True
stochastic,1,3267,17,9.725982666015625,9.190817832946777,1.0244548320770264e-08,1.1920928955078125e-07,-1.9695076503012388e-07,0.0,True
stochastic,1,3267,18,9.733004570007324,8.830580711364746,9.778887033462524e-09,1.1920928955078125e-07,-2.0687878077296773e-07,0.0,True
stochastic,1,3267,19,9.735479354858398,8.605520248413086,1.5366822481155396e-08,1.1920928955078125e-07,-1.6924144574659294e-07,0.0,True
stochastic,1,3267,20,9.753680229187012,8.3959321975708,1.210719347000122e-08,1.1920928955078125e-07,-1.9476323132039397e-07,0.0,True
stochastic,1,3267,21,9.71420669555664,8.383003234863281,7.916241884231567e-09,1.1920928955078125e-07,-1.5174970258158282e-07,0.0,True
stochastic,1,3267,22,9.717718124389648,8.35234260559082,7.450580596923828e-09,1.1920928955078125e-07,-2.0060902272689418e-07,0.0,True
stochastic,1,3267,23,9.61405086517334,8.658595085144043,9.313225746154785e-09,1.1920928955078125e-07,-1.6100182165246224e-07,0.0,True
stochastic,1,3267,24,9.595412254333496,8.904336929321289,9.313225746154785e-09,1.1920928955078125e-07,-1.4880296816954797e-07,0.0,True
stochastic,1,3267,25,9.62373161315918,8.893425941467285,7.916241884231567e-09,1.1920928955078125e-07,-1.9008113838481222e-07,0.0,True
stochastic,1,3267,26,9.581692695617676,8.947434425354004,9.778887033462524e-09,1.1920928955078125e-07,-1.813251060411858e-07,0.0,True
stochastic,1,3267,27,9.620665550231934,8.57172679901123,7.450580596923828e-09,1.1920928955078125e-07,-1.80158480134196e-07,0.0,True
stochastic,1,3267,28,9.609502792358398,7.8862080574035645,9.778887033462524e-09,1.1920928955078125e-07,-2.416053348497371e-07,0.0,True
stochastic,1,3267,29,9.574849128723145,7.841846942901611,7.916241884231567e-09,1.1920928955078125e-07,-1.4824162519744277e-07,0.0,True
stochastic,1,3267,30,9.554887771606445,8.141111373901367,7.450580596923828e-09,1.1920928955078125e-07,-2.233912823612627e-07,0.0,True
stochastic,1,3267,31,9.594202041625977,8.13745403289795,6.984919309616089e-09,1.1920928955078125e-07,-1.6855531725923356e-07,0.0,True
stochastic,1,3267,32,9.55896282196045,8.236842155456543,9.778887033462524e-09,1.1920928955078125e-07,-1.8176318405949132e-07,0.0,True
stochastic,1,3267,33,9.548013687133789,8.534841537475586,1.0244548320770264e-08,1.1920928955078125e-07,-1.669820761662777e-07,0.0,True
stochastic,1,3267,34,9.542900085449219,8.932616233825684,9.778887033462524e-09,1.1920928955078125e-07,-1.2251200587343192e-07,0.0,True
stochastic,1,3267,35,9.57921314239502,9.104084014892578,1.0710209608078003e-08,1.1920928955078125e-07,-2.3817199235054431e-07,0.0,True
stochastic,1,3267,36,9.576483726501465,9.182459831237793,1.30385160446167e-08,1.1920928955078125e-07,-1.5771050243529317e-07,0.0,True
stochastic,1,3267,37,9.585345268249512,9.16417407989502,1.1175870895385742e-08,1.1920928955078125e-07,-1.5421062471432379e-07,0.0,True
stochastic,1,3267,38,9.561528205871582,9.176565170288086,1.1175870895385742e-08,1.1920928955078125e-07,-1.5600103608903737e-07,0.0,True
stochastic,1,3267,39,9.533226013183594,9.028536796569824,1.1175870895385742e-08,1.1920928955078125e-07,-2.1941990269169764e-07,0.0,True
stochastic,1,3267,40,9.513534545898438,9.095590591430664,9.313225746154785e-09,5.960464477539063e-08,-1.2038248087264947e-07,0.0,True
stochastic,1,3267,41,9.53122329711914,9.201711654663086,9.313225746154785e-09,1.1920928955078125e-07,-1.407135954423211e-07,0.0,True
stochastic,1,3267,42,9.539384841918945,9.280204772949219,1.0710209608078003e-08,5.960464477539063e-08,-1.702626661881368e-07,0.0,True
stochastic,1,3267,43,9.538936614990234,9.381998062133789,9.778887033462524e-09,1.1920928955078125e-07,-1.1207225725229364e-07,0.0,True
stochastic,1,3267,44,9.567608833312988,9.451135635375977,7.450580596923828e-09,1.1920928955078125e-07,-2.3473614874092164e-07,0.0,True
stochastic,1,3267,45,9.607197761535645,9.484437942504883,1.0710209608078003e-08,1.1920928955078125e-07,-1.3156972045180737e-07,0.0,True
stochastic,1,3267,46,9.603010177612305,9.426594734191895,1.210719347000122e-08,1.1920928955078125e-07,-1.5363934835477266e-07,0.0,True
stochastic,1,3267,47,9.567789077758789,9.263052940368652,1.210719347000122e-08,1.1920928955078125e-07,-1.8677937418942747e-07,0.0,True
stochastic,1,3267,48,9.54346752166748,8.95793628692627,9.778887033462524e-09,1.1920928955078125e-07,-1.61915465923812e-07,0.0,True
stochastic,1,3267,49,9.533950805664062,8.713750839233398,1.1175870895385742e-08,1.1920928955078125e-07,-2.277702577657692e-07,0.0,True
stochastic,1,3267,50,9.540289878845215,8.553400039672852,8.381903171539307e-09,1.1920928955078125e-07,-1.1285913359415645e-07,0.0,True
stochastic,1,3267,51,9.566387176513672,8.402299880981445,1.1175870895385742e-08,1.1920928955078125e-07,-2.3308484742301516e-07,0.0,True
stochastic,1,3267,52,9.589001655578613,8.282243728637695,7.916241884231567e-09,1.1920928955078125e-07,-1.958828761416953e-07,0.0,True
stochastic,1,3267,53,9.611383438110352,8.193916320800781,1.0710209608078003e-08,1.1920928955078125e-07,-2.8114823180658277e-07,0.0,True
stochastic,1,3267,54,9.60928726196289,8.160706520080566,8.381903171539307e-09,1.1920928955078125e-07,-1.7301456978202623e-07,0.0,True
stochastic,1,3267,55,9.61889934539795,8.200034141540527,1.1641532182693481e-08,1.1920928955078125e-07,-1.4791743296882487e-07,0.0,True
stochastic,1,3267,56,9.639652252197266,8.195030212402344,7.450580596923828e-09,1.1920928955078125e-07,-1.3095974793486675e-07,0.0,True
stochastic,1,3267,57,9.636735916137695,8.274225234985352,9.778887033462524e-09,1.1920928955078125e-07,-1.6949348946582177e-07,0.0,True
stochastic,1,3267,58,9.611980438232422,8.433640480041504,1.0244548320770264e-08,1.1920928955078125e-07,-1.3942661780674825e-07,0.0,True
stochastic,1,3267,59,9.610527038574219,8.770720481872559,7.450580596923828e-09,1.1920928955078125e-07,-2.2410151245821908e-07,0.0,True
stochastic,1,3267,60,9.564635276794434,8.941178321838379,6.984919309616089e-09,1.1920928955078125e-07,-1.6604137442755018e-07,0.0,True
stochastic,1,3267,61,9.500710487365723,9.441883087158203,1.3504177331924438e-08,1.1920928955078125e-07,-1.217987346535665e-07,0.0,True
stochastic,1,3267,62,9.460707664489746,9.922131538391113,5.122274160385132e-09,1.1920928955078125e-07,-1.6360741028620396e-07,0.0,True
stochastic,1,3267,63,9.487373352050781,10.058538436889648,1.3969838619232178e-08,1.1920928955078125e-07,-1.245646359393504e-07,0.0,True
stochastic,1,3267,64,9.562702178955078,9.904730796813965,8.847564458847046e-09,1.1920928955078125e-07,-2.3461527121071413e-07,0.0,True
stochastic,1,3267,65,9.583282470703125,9.56210708618164,1.257285475730896e-08,1.1920928955078125e-07,-1.5613930770541629e-07,0.0,True
stochastic,1,3267,66,9.624114990234375,9.203473091125488,1.30385160446167e-08,1.1920928955078125e-07,-1.4744691156920453e-07,0.0,True
