gamma,R_change,amplitude_change,Lindblad_delta_norm,Neural_delta_norm
0.0,2.1850595474243164,8.06207275390625,0.0,55.09950637817383
0.01,2.185457229614258,8.065043449401855,0.03438476473093033,55.09591293334961
0.05,2.187168598175049,8.076991081237793,0.17192381620407104,55.081275939941406
0.15,2.1923329830169678,8.107466697692871,0.5157715082168579,55.043006896972656
0.35,2.2073328495025635,8.170703887939453,1.2034668922424316,54.96000671386719
0.5,2.224053144454956,8.21983528137207,1.71923828125,54.89275360107422
