regime,timestep,gamma,noise_sigma,trajectory_length,spatial_points,information_dimension,reference_gamma,representation,environment_conditioned
collapse,51,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,52,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,53,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,54,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,55,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,56,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,57,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,58,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,59,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,60,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,61,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,62,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,63,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,64,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,65,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,66,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,67,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,68,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,69,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,70,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,71,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,72,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,73,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,74,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,75,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,76,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,77,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,78,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,79,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,80,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,81,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,82,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,83,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,84,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,85,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,86,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,87,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,88,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,89,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,90,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,91,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,92,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,93,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,94,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,95,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,96,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,97,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
collapse,98,0.5,0.65,100,128,6,0.0,R + full_information_amplitude,True
metastable,0,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,1,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,2,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,3,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,4,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,5,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,6,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,7,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,8,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,9,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,10,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,11,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,12,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,13,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,14,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,15,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,16,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,17,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,18,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,19,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,20,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,21,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,22,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,23,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,24,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,25,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,26,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,27,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,28,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,29,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,30,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,31,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,32,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,33,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,34,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,35,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,36,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,37,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,38,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,39,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,40,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,41,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,42,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,43,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,44,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,45,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,46,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,47,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,48,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,49,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,50,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,51,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,52,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,53,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,54,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,55,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,56,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,57,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,58,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,59,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,60,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,61,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,62,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,63,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,64,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,65,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,66,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,67,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,68,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,69,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,70,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,71,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,72,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,73,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,74,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,75,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,76,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,77,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,78,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,79,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,80,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,81,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,82,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,83,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,84,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,85,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,86,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,87,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,88,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,89,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,90,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,91,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,92,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,93,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,94,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,95,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,96,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,97,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
metastable,98,0.15,0.3,100,128,6,0.0,R + full_information_amplitude,True
