regime,transitions,R_relative_L2_FNO,R_relative_L2_LNO,R_relative_L2_change_percent,amplitude_relative_L2_FNO,amplitude_relative_L2_LNO,Amplitude_relative_L2_change_percent,R_winner,Amplitude_winner
low_noise,297,0.15552036697720625,0.1420364710949597,-8.670180082674385,0.030189459312466815,0.04080769267983469,35.17198919369625,LNO,FNO
stochastic,297,0.6222805198645674,0.6385517152947444,2.6147685667055858,0.19108040981140387,0.19111660177510684,0.018940698179631038,FNO,FNO
heavy_dissipation,297,0.4147349015005695,0.4186099947285537,0.9343542619524435,0.049969792794455646,0.05671903645944022,13.506647291117776,FNO,FNO
collapse,297,0.6634785719662728,0.6619827814668664,-0.22544669302148684,0.27615371134907885,0.2728931080563917,-1.1807204316561486,LNO,LNO
metastable,297,0.5569206091466218,0.5645123973779783,1.3631724354708148,0.1185306400237221,0.12056734552996061,1.7182945319570626,FNO,FNO
